id,Prompt,Answer A (5),Rating,Answer B (4-3),Rating.1,Answer C (2-1),Rating.2
21,"A frase ""O astronauta norte-americano aterrou suavemente na lua, após vários meses de viagem."" classifica-se como uma frase simples ou frase complexa?","A frase ""O astronauta norte-americano aterrou suavemente na lua, após vários meses de viagem."" classifica-se como uma frase simples, pois é composta por apenas um verbo (""aterrou""). Quando uma frase é composta por mais do que um verbo principal, classifica-se como frase complexa.",5,"A frase ""O astronauta norte-americano aterrou suavemente na lua, após vários meses de viagem."" classifica-se como uma frase simples, pois é composta por apenas um verbo. Quando uma frase é composta por mais do que um verbo principal, classifica-se como frase composta.",4,"A frase ""O astronauta norte-americano aterrou suavemente na lua, após vários meses de viagem."" classifica-se como uma frase complexa, pois é composta por apenas um verbo.",2
22,Dá-me um exemplo de uma oração coordenada copulativa.,"Aqui fica um exemplo de uma oração coordenada copulativa, isto é, que expressa uma ideia de adição através de uma conjunção ou locução copulativa: ""O Rui inscreveu-se numa prova de natação e ficou em quarto lugar."" Neste exemplo, é usada a conjunção copulativa ""e"".",5,"Aqui fica um exemplo de uma oração coordenada copulativa, isto é, que expressa uma ideia de subtração através de uma conjunção ou locução copulativa: ""O Rui se inscreveu numa prova de natação e ficou em quarto lugar."" Neste exemplo, é usada a conjunção copulativa ""e"".",3,"Aqui fica um exemplo de uma oração coordenada copulativa, isto é, que expressa uma ideia de subtração através de uma conjunção ou locução copulativa: ""O Rui se inscreveu numa prova de natação, mas ficou em quarto lugar."" Neste exemplo, é usada a conjunção copulativa ""mas"".",1
23,Cria uma frase onde conste uma oração coordenada adversativa.,"Então, aqui fica uma frase que inclui uma oração coordenada adversativa, ou seja, que expressa uma ideia de oposição através de uma conjunção ou locução adversativa: ""A Daniela estava bastante cansada, mas não faltou à festa de aniversário do sobrinho."" Neste exemplo, é usada a conjunção adversativa ""mas"".",5,"Então, aqui fica uma frase que inclui uma oração coordenada adversativa: ""A Daniela estava bastante cansada, mas não faltou à festa de aniversário do sobrinho."" Neste exemplo, é usada a locução adversativa ""mas"".",4,"Então, aqui vai uma frase que inclui uma oração coordenada adversativa: ""A Daniela estava bastante cansada. Mas não faltou à festa de aniversário do sobrinho."" Neste exemplo, é usada a locução adversativa ""mas"".",2
24,Dá-me um exemplo de uma oração coordenada disjuntiva.,"Aqui está um exemplo de uma oração coordenada disjuntiva, isto é, que expressa valor de alternativa através de uma conjunção ou locução disjuntiva: ""Ou acabamos o trabalho hoje ou continuamos na segunda-feira."" Neste exemplo, é usada a locução disjuntiva ""ou... ou"".",5,"Aqui vai um exemplo de uma oração coordenada disjuntiva, isto é, que expressa valor de alternativa através de uma conjunção ou locução disjuntiva: ""Ou acabamos o trabalho hoje ou continuamos na segunda-feira."" Neste exemplo, é usada a conjunção disjuntiva ""ou... ou"".",3,"Aqui vai um exemplo de uma oração coordenada disjuntiva: ""Acabamos o trabalho hoje ou continuamos na segunda-feira.""",1
25,Podes criar uma frase composta por uma oração coordenada conclusiva?,"Claro! Aqui fica uma frase composta por uma oração coordenada conclusiva, ou seja, em que a segunda oração se apresenta como uma conclusão da primeira através de uma conjunção ou locução conclusiva: ""A Raquel passou no exame de condução, portanto já tem a carta."" Neste exemplo, é usada a conjunção conclusiva ""portanto"".",5,"Claro! Aqui fica uma frase composta por uma oração coordenada conclusiva, ou seja, em que a segunda oração se apresenta como uma conclusão da primeira através de uma conjunção ou locução conclusiva: ""A Raquel passou no exame de condução, portanto já tem a carta."" Neste exemplo, é usada a locução conclusiva ""portanto"".",4,"Aqui vai uma frase composta por uma oração coordenada conclusiva: ""A Raquel passou no exame de condução. Portanto, já tem a carta."" Neste exemplo, é usada a conjunção conclusiva ""portanto"".",2
26,Dá-me um exemplo de uma oração subordinada adverbial temporal.,"Aqui fica um exemplo de uma oração subordinada adverbial temporal, isto é, que expressa uma ideia de tempo através de uma conjunção ou locução temporal: ""Antes de fazer o jantar, vou lavar a loiça do almoço."" Neste exemplo, é usada a locução temporal ""antes de"".",5,"Aqui fica um exemplo de uma oração coordenada adverbial temporal: ""Antes de fazer o jantar, vou lavar a loiça do almoço."" Neste exemplo, é usada a conjunção ""antes de"".",3,"""Vou fazer o jantar e lavar a loiça do almoço.""",1
27,Cria uma frase onde conste uma oração subordinada adverbial causal.,"Então, aqui fica uma frase que inclui uma oração subordinada adverbial causal, ou seja, que expressa o motivo, razão, justificação para o que é referido na oração subordinante através de uma conjunção causal: ""Não fiz o jantar, porque estava muito cansado."" Neste exemplo, é usada a conjunção causal ""porque"".",5,"Aqui fica uma frase que inclui uma oração subordinada adverbial causal: ""Não fiz o jantar, porque estava muito cansado."" Neste exemplo, é usada a locução causal ""porque"".",4,"Aqui fica uma frase que inclui uma oração subordinada adverbial causal: ""Não fiz o jantar... estava muito cansado."" Neste exemplo, é usada a conjunção causal ""porque"".",2
28,Cria uma frase onde conste uma oração subordinada adverbial condicional.,"Então, aqui fica uma frase que inclui uma oração subordinada adverbial condicional, ou seja, que expressa uma condição através de uma conjunção ou locução condicional: ""A menos que tenhas uma questão urgente, não me ligues."" Neste exemplo, é usada a locução condicional ""a menos que"".",5,"Então, aqui fica uma frase que inclui uma oração subordinada adverbial condicional, ou seja, que expressa uma condição através de uma conjunção ou locução condicional: ""A menos que você tenha uma questão urgente, não me ligue."" Neste exemplo, é usada a locução condicional ""a menos que"".",3,"Então, aqui vai uma frase que inclui uma oração subordinada adverbial condicional: ""A menos que você tenha uma questão urgente..."":",1
29,Dá-me um exemplo de uma oração subordinada completiva verbal.,"Aqui fica um exemplo de uma oração subordinada completiva verbal, isto é, que completa o sentido do verbo e é introduzida por conjunções subordinativas: ""O Miguel precisa de marcadores para a escola."" Neste exemplo, é usada a conjunção subordinativa ""para"".",5,"Aqui fica um exemplo de uma oração complexa verbal, isto é, que completa o sentido do verbo e é introduzida por conjunções subordinativas: ""O Miguel precisa de marcadores para a escola."" Neste exemplo, é usada a interjeição subordinativa ""para"".",3,"Aqui fica um exemplo de uma oração complexa verbal, isto é, que completa o sentido do verbo e é introduzida por conjunções subordinativas: ""O Miguel precisa de marcadores pára a escola."" Neste exemplo, é usada a interjeição subordinativa ""pára"".",1
30,Dá-me um exemplo de uma oração subordinada adjetiva relativa restritiva.,"Aqui fica um exemplo de uma oração subordinada adjetiva relativa restritiva, ou seja, que delimitam a informação dada acerca do antecedente através de relativos (pronomes, determinantes e quantificadores): ""Os pasteleiros que trabalharam a noite toda têm direito a folga."" Neste exemplo, é usado o pronome relativo ""que"".",5,"Aqui fica um exemplo: ""Os pasteleiros que trabalharam a noite toda têm direito a folga."" Neste exemplo, é usado o pronome relativo.",4,"Aqui fica um exemplo: ""Os pasteleiros trabalharam a noite toda e têm direito a folga."" Neste exemplo, é usado o pronome relativo ""que"".",2
