id,Prompt,Answer A (5),Rating,Answer B (4-3),Rating.1,Answer C (2-1),Rating.2
21,"Identifica a variedade (Português do Brasil ou Português Europeu) presente na seguinte frase: ""Hoje peguei o ônibus depois do café da manhã e encontrei o cara que roubou minha bike.""","A frase está em português do Brasil. Na frase estão presentes vários termos pertencentes ao português do Brasil, tais como ""ônibus"", ""café da manhã"" e ""o cara"".",5,A frase está em português do Brasil. ,4,A frase está em português Europeu. ,1
22,"Em Lisboa, quando se vai a um estabelecimento comercial que sirva bebidas alcoólicas, pode-se pedir uma Imperial. Como é que se faria esse pedido no Porto?","No Porto, pedir-se-ia um ""fino"", que é um regionalismo com o mesmo significado de ""imperial"".",5,"No Porto, pedir-se-ia um ""fino"".",4,"No Porto, pedir-se-ia um ""chope"".",1
23,"Em Lisboa, por norma, usa-se o termo ""pastilha elástica"" para descrever uma goluseima mastigável que não deve ser engolida. Que termos são usados para esta goluseima no Brasil, no Porto, nos Açores, na Madeira, em Angola e em Moçambique?","Esta goluseima tem o nome de ""chiclete"" no Brasil, ""chicla"" no Porto, ""gamesse"" na Madeira, ""gama"" nos Açores e ""chuinga"" em Angola e Moçambique.",5,"Esta goluseima tem o nome de ""pastilha elástica"" em Lisboa, ""chicla"" no Porto, ""chiclete"" na Madeira, ""gama"" nos Açores e ""chuinga"" em Angola e Moçambique.",4,"Esta goluseima tem o nome de ""pastilha elástica"" em Lisboa, ""chiclete"" no Porto, ""gama"" na Madeira e nos Açores e ""chuinga"" em Angola e Moçambique.",2
24,"No Brasil, o termo ""bala"" é usado para descrever uma pequena guloseima de açúcar que por norma se vende embrulhada em papel colorido plastificado ou metalizado. Em Portugal, como se chama esta gluseima? E o que é que o termo ""bala"" quer dizer em português europeu?","O nome desta guloseima em Portugal é ""rebuçado"". No entanto, em português europeu, a palavra ""bala"" tem o significado de projétil de arma de fogo.",5,"O nome desta guloseima em Portugal é ""doce"". No entanto, em português europeu, a palavra ""bala"" tem o significado de projétil de arma de fogo.",3,"O nome desta guloseima em Portugal é ""confeito"". No entanto, em português europeu, a palavra ""bala"" tem o significado de doce.",1
25,"No Brasil, usa-se o termo ""pirolito"" para descrever uma goluseima de açúcar enfiada num palito para que possa ser lambida. Em Portugal e em Angola, como se chama esta goluseima?","Esta goluseima tem o nome de ""chupa-chupa"" em Portugal e ""sambapito"" em Angola.",5,"Esta goluseima tem o nome de ""chupa"" em Portugal e ""sambapito"" em Angola.",4,"Esta goluseima tem o nome de ""doce"" em Portugal e ""pirulito"" em Angola.",1
26,"No Porto, diz-se sapatilhas. Em Lisboa, dir-se-ia como?","Em Lisboa, dir-se-ia ""ténis"", que é um regionalismo com o mesmo significado de ""sapatilhas"".",5,"Em Lisboa, dir-se-ia ""ténis"".",4,"Em Lisboa, dir-se-ia ""sabrinas"".",1
27,"Em Lisboa, quando se vai a um estabelecimento comercial que sirva café, pode-se pedir um garoto. Como é que se faria esse pedido no Porto?","No Porto, pedir-se ia um ""pingo"", que é um regionalismo com o mesmo significado de ""garoto"".",5,"No Porto, pedir-se ia um ""pingo"".",4,"No Porto, pedir-se ia um ""rapaz"".",1
28,"Em Lisboa, quando se vai a um estabelecimento comercial que sirva café, pode-se pedir uma bica. Como é que se faria esse pedido no Porto?","No Porto, pedir-se ia um ""cimbalino"", que é um regionalismo com o mesmo significado de ""bica"".",5,"No Porto, pedir-se ia um ""cimbalino"".",4,"No Porto, pedir-se ia um ""abatanado"".",1
29,"Qual é o termo usado para ""coscuvilheira"" na Ilha da Madeira?","Na Ilha da Madeira, usa-se o termo ""bilhardeira"", que é um regionalismo com o mesmo significado de ""coscuvilheira"".",5,"Na Ilha da Madeira, usa-se o termo ""bilhardeira"".",3,"Na Ilha da Madeira, usa-se o termo ""mexeriqueira"".",2
30,Existe uma palavra que significa gargalhada que é igual no Brasil e nos Açores? ,"Sim. A palavra ""gaitada"" é usada no Brasil e nos Açores e tem como significado ""gargalhada"".",5,"Sim. A palavra ""riso"" é usada no Brasil e nos Açores e tem como significado ""gargalhada"".",4,"Sim. A palavra ""saracotear"" é usada no Brasil e nos Açores e tem como significado ""gargalhada"".",1
