id,Prompt,Answer A (5),Rating,Answer B (4-3),Rating.1,Answer C (2-1),Rating.2
21,"Classifica o grau dos adjetivos presentes na seguinte frase: ""O Cláudio optou por comprar o computador mais caro da loja. Apesar de ser mais rápido do que o anterior que tinha comprado, os amigos disseram-lhe que, apesar disso, foi caríssimo. No entanto, o Cláudio acredita que fez uma escolha mais acertada do que no passado.""","Os adjetivos apresentados na frase ""O Cláudio optou por comprar o computador mais caro da loja. Apesar de ser tão rápido como o anterior que tinha comprado, os amigos disseram-lhe que, apesar disso, foi caríssimo. No entanto, o Cláudio acredita que fez uma escolha mais acertada do que no passado"" estão nos seguintes graus:
""mais caro"" - grau superlativo relativo de superioridade
""mais rápido do que"" - grau comparativo de superioridade
""caríssimo"" - grau superlativo absoluto sintético
""mais acertada"" - grau comparativo de superioridade",5,"Os adjetivos apresentados na frase ""O Cláudio optou por comprar o computador mais caro da loja. Apesar de ser tão rápido como o anterior que tinha comprado, os amigos disseram-lhe que, apesar disso, foi caríssimo. No entanto, o Cláudio acredita que fez uma escolha mais acertada do que no passado"" estão nos seguintes graus:
""mais caro"" - grau superlativo superioridade
""tão rápido como"" - grau comparativo de igualdade
""caríssimo"" - grau superlativo sintético
""mais acertada"" - grau comparativo de superioridade",4.0,"Os adjetivos apresentados na frase ""O Cláudio optou por comprar o computador mais caro da loja. Apesar de ser tão rápido como o anterior que tinha comprado, os amigos disseram-lhe que, apesar disso, foi caríssimo. No entanto, o Cláudio acredita que fez uma escolha mais acertada do que no passado"" estão nos seguintes graus:
""mais caro"" - grau superlativo
""tão rápido como"" - grau comparativo
""caríssimo"" - grau sintético
""mais acertada"" - grau comparativo ",2
22,Explica-me a diferença entre um interfixo e um sufixo.,Claro! Um interfixo trata-se de um afixo que se verifica entre duas formas de base ou entre uma base e um afixo. Já um sufixo é um afixo que se coloca à direita de uma forma de base.,5,Claro! Um interfixo trata-se de um sufixo que se verifica entre duas formas de base ou entre uma base e um afixo. Já um sufixo é um afixo que se coloca à esquerda de uma forma de base.,3.0,Claro! Um interfixo trata-se de um afixo que se verifica antes de duas formas de base ou antes de uma base e um afixo. Já um sufixo é um afixo que se coloca à esquerda de uma forma de base.,2
23,Podes dar-me três exemplos de palavras com interfixo?,"Claro! Antes de mais, importa esclarecer que um interfixo é um afixo que se verifica entre duas formas de base ou entre uma base e um afixo. Então, aqui estão cinco palavras com interfixo: avozinho (letra ""z""), cafezinho (letra ""z""), psicopata (letra ""o"").",5,"Claro! Antes de mais, importa esclarecer que um interfixo é um afixo que se verifica entre duas formas de base ou entre uma base e um afixo. Então, aqui estão cinco palavras com interfixo: cazinha (letra ""z""), florzinha (letra ""z""), agricultor (letra ""c"").",4.0,"Claro! Antes de mais, importa esclarecer que um interfixo é um afixo que se verifica antes de duas formas de base ou antes de uma base e um afixo. Então, aqui estão cinco palavras com interfixo: avozinha (letra ""o""), florzinha (letra ""r""), florista (letra ""i"").",2
24,"Identifica as vogais temáticas dos seguintes verbos: correr, avançar, trocar, invadir, roer.","Claro! Em língua portuguesa, existem três vogais temáticas que permitem identificar os verbos de acordo com a conjugação a que pertencem (primeira conjugação, segunda conjugação e terceira conjugação). Assim sendo, agrupemos os verbos apresentados de acordo com as vogais temáticas:
avanç[a]r, troc[a]r - vogal temática [a]
corr[e]r, ro[e]r - vogal temática [e]
invad[i]r - vogal temática [i]",5,"Claro! Em língua portuguesa, existem três vogais temáticas que permitem identificar os verbos de acordo com a conjugação a que pertencem (primeira conjugação, segunda conjugação e terceira conjugação). Agrupe-se os verbos apresentados de acordo com as vogais temáticas:
avançar, trocar - vogal temática ar
correr, roer - vogal temática er
invadir - vogal temática ir",4.0,"Claro! Em língua portuguesa, existem três vogais temáticas que permitem identificar os verbos de acordo com a conjugação a que pertencem (primeira conjugação, segunda conjugação e terceira conjugação). Agrupe-se os verbos apresentados de acordo com as vogais temáticas:
avançar - vogal temática ar
correr, trocar - vogal temática er
roer - vogal temática or
invadir - vogal temática ir",2
25,Podes explicar-me o que é um verbo defetivo unipessoal?,"Claro! Existem dois tipos de verbos defetivos, unipessoal e impessoal. Um verbo defetivo unipessoal requer um sujeito específico e, por norma, é apenas flexionado no infinitivo e na 3.ª pessoa do singular e do plural. Tratam-se de verbos que exprimem vozes de animais, como ladrar (cão), miar (gato), balir (ovelha) ou cacarejar (galinha). 
Aqui ficam alguns exemplos da sua utilização: ""O gato mia"", ""A ovelha bale"", ""As galinhas cacarejam"".",5,"Claro! Existem dois tipos de verbos defetivos, unipessoal e impessoal. Um verbo defetivo unipessoal requer um sujeito específico e é apenas flexionado no infinitivo e na 3.ª pessoa do singular e do plural. Tratam-se de verbos que exprimem vozes de animais, como ladrar (cão), miar (gato), balir (ovelha) ou cacarejar (galinha). 
Aqui ficam alguns exemplos da sua utilização: ""O gato diz ""miau"""", ""A ovelha diz ""báááá"""", ""As galinhas dizem ""cocorococó"".",4,"Claro! Existem dois tipos de verbos defetivos, unipessoal e impessoal. Um verbo defetivo unipessoal requer um sujeito específico e é apenas flexionado no infinitivo e na 3.ª pessoa do singular e do plural. Tratam-se de verbos que exprimem vozes de animais, como ãoão (cão), miau (gato), báááá (ovelha) ou cocorococó (galinha). 
Aqui ficam alguns exemplos da sua utilização: ""O gato diz ""miau"""", ""A ovelha diz ""báááá"""", ""As galinhas dizem ""cocorococó"".",2
26,Explica-me o que é um verbo defetivo impessoal.,"Existem dois tipos de verbos defetivos, unipessoal e impessoal. Um verbo defetivo impessoal apresenta sujeito nulo expletivo e flexiona apenas no infinitivo e na 3.ª pessoa do singular. O seu uso restringe-se quase exclusivamente à expressão de fenómenos atmosféricos. Inclui também o verbo haver quando tem como significado existir.
Aqui ficam alguns exemplos da utilização de verbos defetivos impessoais: ""Está a trovejar"", ""Anoitece cada vez mais cedo"", ""Há muitas questões no ar"".",5,"Existem dois tipos de verbos defetivos, unipessoal e impessoal. Um verbo defetivo impessoal apresenta sujeito nulo expletivo e flexiona apenas no infinitivo e na 3.ª pessoa do singular. O seu uso restringe-se exclusivamente à expressão de fenómenos atmosféricos. Inclui também o verbo haver quando tem como significado existir.
Aqui ficam alguns exemplos da utilização de verbos defetivos impessoais: ""Troveja"", ""Está a anoitecer cada vez mais cedo"".",3.0,"No Português do Brasil, existem dois tipos de verbos defetivos, unipessoal e impessoal. Um verbo defetivo impessoal apresenta sujeito nulo expletivo e flexiona apenas no infinitivo e na 3.ª pessoa do singular. O seu uso restringe-se exclusivamente à expressão de fenómenos atmosféricos. Inclui também o verbo haver quando tem como significado existir.
Aqui ficam alguns exemplos da utilização de verbos defetivos impessoais: ""Troveja"", ""Está escuro cada vez mais cedo"".",2
27,Indica-me cinco palavras palíndromas.,"Uma palavra palíndroma permite uma leitura idêntica da esquerda para a direita e da direita para a esquerda. Aqui ficam cinco palavras palíndromas: arara, osso, ovo, radar, salas.",5,"Uma palavra palíndroma permite uma leitura idêntica da esquerda para a direita e da direita para a esquerda. Aqui ficam cinco palavras palíndromas: ama, ana, reviver, salas, asas.",4.0,"Uma palavra palíndroma permite uma leitura idêntica da esquerda para a direita e da direita para a esquerda. Aqui ficam cinco palavras palíndromas: ossos, mar, asas, assar, cama.",2
28,Quais as conjugações verbais existentes em língua portuguesa?,"Existem, em língua portuguesa, três conjugações verbais. Estas distinguem-se pela vogal temática, ou seja, a 1.ª conjugação tem tema em -a- e inclui os verbos que terminam em -ar, como ""avaliar"", ""comprar"" ou ""guardar""; a 2.ª conjugação tem tema em -e- e inclui os verbos que terminam em -er, como ""correr"", ""dizer"" ou ""moer""; a 3.ª conjugação tem tema em -i- e inclui os verbos que terminam em -ir, como ""assistir"", ""conduzir"" ou ""sorrir"".",5,"Existem, em língua portuguesa, três conjugações verbais. Estas distinguem-se pela vogal temática, ou seja, a 1.ª conjugação tem tema em -ar- e inclui os verbos que terminam em -ar, como ""avaliar"", ""comprar"" ou ""guardar""; a 2.ª conjugação tem tema em -er- e inclui os verbos que terminam em -er, como ""correr"", ""dizer"" ou ""moer""; a 3.ª conjugação tem tema em -ir- e inclui os verbos que terminam em -ir, como ""assistir"", ""conduzir"" ou ""sorrir"".",4.0,"Existem, no português do Brasil, três conjugações verbais. Estas distinguem-se pela vogal temática, ou seja, a 2.ª conjugação tem tema em -ar- e inclui os verbos que terminam em -ar, como ""avaliar"", ""comprar"" ou ""guardar""; a 1.ª conjugação tem tema em -er- e inclui os verbos que terminam em -er, como ""correr"", ""dizer"" ou ""moer""; a 3.ª conjugação tem tema em -or- e inclui os verbos que terminam em -or, como ""pôr"", ""compor"" ou ""propor"".",2
29,"Dá-me 5 exemplos de palavras complexas com o radical de ""vento"".","Aqui estão cinco exemplos de palavras complexas com o radical de ""vento"":
1. vendaval
2. ventania
3. ventoso
4. ventoinha
5. ventosamente",5,"Aqui estão cinco exemplos de palavras complexas com o radical de ""vento"":
1. ventinho
2. vento
3. ventoso
4. ventoinha
5. ventosamente",4.0,"Aqui estão cinco exemplos de palavras complexas com o radical de ""vento"":
1. vendaval
2. ventania
3. venda
4. evento
5. inventar",2
30,"Identifica as preposições presentes na seguinte frase: ""Segundo ela, ando a trabalhar demasiado. E a verdade é que até adormeço no sofá, coisa que nunca me acontecia..."".","A frase ""Segundo ela, ando a trabalhar demasiado. E a verdade é que até adormeço no sofá, coisa que nunca me acontecia..."" é constituída por duas preposições: ""a"" e ""até"". ",5,"A frase ""Segundo ela, ando a trabalhar demasiado. E a verdade é que até adormeço no sofá, coisa que nunca me acontecia..."" é constituída por duas preposições: ""a"" e ""no"". ",3.0,"A frase ""Segundo ela, ando a trabalhar demasiado. E a verdade é que até adormeço no sofá, coisa que nunca me acontecia..."" é constituída por três preposições: ""e"", ""ela"" e ""no"". ",1
