id,Prompt,Answer A (5),Rating,Answer B (4-3),Rating.1,Answer C (2-1),Rating.2
21,"Divide os seguintes versos em sílabas métricas e classifica-os de acordo com a sua escansão:
“Verdes campos vi passar / na frescura do luar.”","Aqui está a escansão dos versos:
Ver/des/ cam/pos/ vi/ pas/sar/
na/ fres/cu/ra/ do/ lu/ar.

A contagem de sílabas métricas é feita até à sílaba tónica da última palavra do verso. Sendo que tanto ""passar"" como ""luar"" são palavras agudas, ou seja, em ambas as palavras a sílaba tónica está na última sílaba, então em ambos os versos são contabilizadas as sílabas até ao fim, perfazendo um total de sete sílabas métricas. Assim sendo, ambos os versos são heptassílabos, o que corresponde à Redondilha Maior.",5,"Aqui está a escansão dos versos:
Ver/des/ cam/pos/ vi/ pa/ssar/
na/ fres/cu/ra/ do/ lu/ar.
Ambos os versos são heptassílabos, o que corresponde à Redondilha Maior.",4,Ambos os versos são octassílabos.,1
22,"Inventa uma frase que use repetições de sons sibilantes (/s/, /z/) para criar musicalidade.","Aqui está um trava-línguas que usa repetições de sons sibilantes (/s/, /z/) para criar musicalidade:
""Zebras zarolhas são zeladas sucessivamente por zangões zangados só se saltarem sozinhas.""",5,"Aqui está um trava-línguas que usa repetições de sons sibilantes (/s/, /z/) para criar musicalidade:
""Sazonal e incisivo, seria zeloso saltar agora.""",4,"Aqui está um trava-línguas que usa repetições de sons sibilantes (/s/, /z/) para criar musicalidade:
""São sereias sem sentimentos.""",2
23,"Cria um trava-línguas com a repetição do encontro consonantal ""tr"".","Aqui está um trava-línguas com a repetição do encontro consonantal ""tr"":
""Trinca trutas tristes, traz trios, troca troncos, trama truques e traça trilhos.""",5,"Aqui está um trava-línguas com a repetição do encontro consonantal ""tr"":
""Trazias trigo do triângulo triste.""",4,"Aqui está um trava-línguas com a repetição do encontro consonantal ""tr"":
""Também teria torradas e trilhos.""",2
24,Identifica fenómenos de síncope (queda de som no interior da palavra) e apócope (queda de som no fim da palavra) em exemplos do português europeu.,"Os processos de aférese, síncope e apócope, que são muito comuns na evolução das línguas, são responsáveis por muitas mudanças fonológicas em português.
A aférese caracteriza-se pelo desaparecimento de um fonema no início da palavra. Em português europeu, um exemplo deste fenómeno é a palavra ""para"" (pɐ.ɾɐ) que na fala pode ser pronunciada como ""pra"" (pɾɐ).
A síncope caracteriza-se pelo desaparecimento de um fonéma não final. Em português europeu, um exemplo deste fenómeno é a palavra ""fósforo"" (ˈfɔʃ.fu.ɾu) que na fala pode ser pronunciada como ""fósfro"" (ˈfɔʃ.fɾu).
A apócope caracteriza-se pelo desaparecimento de um fonema no fim da palavra. Em português europeu, um exemplo deste fenómeno é a palavra ""couve"" (ˈko.vɨ) que na fala pode ser pronunciada como ""couv"" (ˈkov).",5,"Os processos de aférese, síncope e apócope, que são muito comuns na evolução das línguas, são responsáveis por muitas mudanças fonológicas em português.
A aférese caracteriza-se pelo desaparecimento de um fonema no início da palavra. Em português europeu, um exemplo deste fenómeno é a palavra ""para"" (pɐ.ɾɐ) que na fala pode ser pronunciada como ""pra"" (pɾɐ).
A síncope caracteriza-se pelo desaparecimento de um fonéma não final. Em português europeu, um exemplo deste fenómeno é a palavra ""fósforo"" (ˈfɔʃ.fu.ɾu) que na fala pode ser pronunciada como ""fósfro"" (ˈfɔʃ.fɾu).
",3,"Os processos de aférese, síncope e apócope, que são muito comuns na evolução das línguas, são responsáveis por muitas mudanças fonológicas em português.
A aférese caracteriza-se pelo desaparecimento de um fonema no fim da palavra. 
A síncope caracteriza-se pelo desaparecimento de um fonéma no início da palavra.
A apócope caracteriza-se pelo desaparecimento de um fonema não final. ",1
25,"Inventa um poema de quatro versos que use repetições de sons sibilantes (/ʃ/, /ʒ/)) e que use rima para criar musicalidade.","Aqui está um poema de quatro versos que usa repetições de sons sibilantes (/ʃ/, /ʒ/)) e que usa rima para criar musicalidade:
""Chove chuva que chora, 
charmosa chuvinha que jorra, 
chafariz jubilante e gentil 
que já desabrochara outrora."" ",5,"Aqui está um poema de quatro versos que usa repetições de sons sibilantes (/ʃ/, /ʒ/)) e que usa rima para criar musicalidade:
""Chove chuva chove chove, 
Chove chuva chove,
Chove chuva chove chove
Chuva chuva chove.""",4,"Aqui está um poema de quatro versos que usa repetições de sons sibilantes (/ʃ/, /ʒ/)) e que usa rima para criar musicalidade:
""Choveu um dia, 
cheio de alegria,
mas eu tenho alergia.""",2
26,"Dá-me exemplos de palavras com 4 sílabas que rimam com ""carrinho"".","Aqui estão dez exemplos de palavras com 4 sílabas que rimam com ""carrinho"":
1. coitadinho
2. sentadinho
3. coelhinho
4. passarinho
5. quadradinho
6. direitinho
7. bocadinho
8. encaminho
9. colarinho
10. adivinho",5,"Aqui estão dez exemplos de palavras com 4 sílabas que rimam com ""carrinho"":
1. coitadinho
2. sentadinho
3. fofinho
4. passarinho
5. quadradinho
6. direitinho
7. rapazinho
8. encaminho
9. colarinho
10. minho",4,"Aqui estão dez exemplos de palavras com 4 sílabas que rimam com ""carrinho"":
1. carro
2. amarelinho
3. fofinho
4. rapazinho
5. quadradinho
6. milho
7. hino
9. carrito
10. minho",2
27,"Divide a palavra ""malabarista"" em sílabas e cria uma frase em que todas as sílabas sejam usadas.","A palavra ""malabarista"" dividida em sílabas seria: ma - la - ba - ris - ta
Aqui está uma frase que usa todas as sílabas da palavra ""malabarista"":
""A barista entornou café na mala.""",5,"A palavra ""malabarista"" dividida em sílabas seria: ma - la - ba - ris - ta
Aqui está uma frase que usa todas as sílabas da palavra ""malabarista"":
""A malabarista acenou-me.""",3,"A palavra ""malabarista"" dividida em sílabas seria: ma - la - ba - ris - ta
Aqui está uma frase que usa todas as sílabas da palavra ""malabarista"":
""A mala é baril.""",2
28,"Escreve um trava-línguas com repetição do som ""ʃ"".","Aqui está um exemplo de um trava-línguas com repetição do som ""ʃ"":
""Sabichão mexe-se, chora ""chucha"", chama charme, e despacha chouriço e salsicha.""",5,"Aqui está um exemplo de um trava-línguas com repetição do som ""ʃ"":
""Chachadas com conversas de chacha, charadas chilream chateadas, sem nunca mexer nada.""",4,"Aqui está um exemplo de um trava-línguas com repetição do som ""ʃ"":
""Xilofones chatos andam como gatos sem nunca se chatearem.""",2
29,"Divide o seguinte verso em sílabas métricas e classifica-o de acordo com a sua escansão: ""As grandes árvores abanavam""","Divisão das sílabas métricas: As - gran - des - ár - vo - res - a - ba - na - vam
O verso ""As grandes árvores abanavam"" é eneassílabo, ou seja, tem nove sílabas métricas.",5,"Divisão das sílabas métricas: As - gran - des - ár - vo - res - a - ba - na - vam
O verso ""As grandes árvores abanavam"" é octossílabo, ou seja, tem oito sílabas métricas.",3,"O verso ""As grandes árvores abanavam"" é decassílabo, ou seja, tem cinco sílabas métricas.",1
30,"Dá-me exemplos de profissões ou ocupações com três sílabas que rimam com ""madeira"".","Aqui estão dez exemplos de profissões ou ocupações com três sílabas que rimam com ""madeira"":
1. ferreira
2. livreira
3. bombeira
4. padeira
5. arqueira
6. banqueira
7. vidreira
8. parteira
9. vaqueira
10. pedreira",5,"Aqui estão dez exemplos de profissões ou ocupações com três sílabas que rimam com ""madeira"":
1. ferreira
2. livreira
3. bombeira
4. padeira
5. arqueira
6. banqueira
7. vidreira
8. parteira
9. vaqueira
10. trepadeira",4,"Aqui estão dez exemplos de profissões ou ocupações com três sílabas que rimam com ""madeira"":
1. estrangeira
2. livreira
3. engenheira
4. alcoviteira
5. professora
6. banqueira
7. parteira
9. médica
10. trepadeira",2
